GSE	GSM	treatment	group	organism	biological_system	dose	dose_unit	time_point	time_point_unit	slide	array	dye	platform	filenames
GSE60798	GSM1488885	nanoTiO2 (NRCWE-002)	NRCWE002_18ug_28d	Mus musculus	Lung	18	ug	28	d	251486838712_201307260859	1_2	Cy5	GPL7202	GSM1488885_251486838712_201307260859_S01_GE2_1100_Jul11_1_2.txt
GSE60798	GSM1488886	nanoTiO2 (NRCWE-002)	NRCWE002_162ug_28d	Mus musculus	Lung	162	ug	28	d	251486838712_201307260859	1_3	Cy5	GPL7202	GSM1488886_251486838712_201307260859_S01_GE2_1100_Jul11_1_3.txt
GSE60798	GSM1488887	nanoTiO2 (NRCWE-001)	NRCWE001_162ug_1d	Mus musculus	Lung	162	ug	1	d	251486838712_201307260859	1_4	Cy5	GPL7202	GSM1488887_251486838712_201307260859_S01_GE2_1100_Jul11_1_4.txt
GSE60798	GSM1488888	nanoTiO2 (NRCWE-001)	NRCWE001_162ug_28d	Mus musculus	Lung	162	ug	28	d	251486838798_201307310906	1_2	Cy5	GPL7202	GSM1488888_251486838798_201307310906_S01_GE2_1100_Jul11_1_2.txt
GSE60798	GSM1488889	nanoTiO2 (NRCWE-002)	NRCWE002_18ug_1d	Mus musculus	Lung	18	ug	1	d	251486838798_201307310906	1_3	Cy5	GPL7202	GSM1488889_251486838798_201307310906_S01_GE2_1100_Jul11_1_3.txt
GSE60798	GSM1488890	nanoTiO2 (NRCWE-001)	NRCWE001_18ug_28d	Mus musculus	Lung	18	ug	28	d	251486838798_201307310906	1_4	Cy5	GPL7202	GSM1488890_251486838798_201307310906_S01_GE2_1100_Jul11_1_4.txt
GSE60798	GSM1488891	nanoTiO2 (NRCWE-002)	NRCWE002_54ug_1d	Mus musculus	Lung	54	ug	1	d	251486838715_201307310914	1_1	Cy5	GPL7202	GSM1488891_251486838715_201307310914_S01_GE2_1100_Jul11_1_1.txt
GSE60798	GSM1488892	nanoTiO2 (NRCWE-001)	NRCWE001_18ug_1d	Mus musculus	Lung	18	ug	1	d	251486838715_201307310914	1_2	Cy5	GPL7202	GSM1488892_251486838715_201307310914_S01_GE2_1100_Jul11_1_2.txt
GSE60798	GSM1488893	nanoTiO2 (NRCWE-002)	NRCWE002_18ug_1d	Mus musculus	Lung	18	ug	1	d	251486838715_201307310914	1_3	Cy5	GPL7202	GSM1488893_251486838715_201307310914_S01_GE2_1100_Jul11_1_3.txt
GSE60798	GSM1488894	nanoTiO2 (NRCWE-001)	NRCWE001_54ug_1d	Mus musculus	Lung	54	ug	1	d	251486838715_201307310914	1_4	Cy5	GPL7202	GSM1488894_251486838715_201307310914_S01_GE2_1100_Jul11_1_4.txt
GSE60798	GSM1488895	nanoTiO2 (NRCWE-001)	NRCWE001_54ug_28d	Mus musculus	Lung	54	ug	28	d	251486838716_201308010915	1_1	Cy5	GPL7202	GSM1488895_251486838716_201308010915_S01_GE2_1100_Jul11_1_1.txt
GSE60798	GSM1488896	nanoTiO2 (NRCWE-002)	NRCWE002_54ug_28d	Mus musculus	Lung	54	ug	28	d	251486838716_201308010915	1_2	Cy5	GPL7202	GSM1488896_251486838716_201308010915_S01_GE2_1100_Jul11_1_2.txt
GSE60798	GSM1488897	nanoTiO2 (NRCWE-002)	NRCWE002_18ug_28d	Mus musculus	Lung	18	ug	28	d	251486838716_201308010915	1_3	Cy5	GPL7202	GSM1488897_251486838716_201308010915_S01_GE2_1100_Jul11_1_3.txt
GSE60798	GSM1488898	nanoTiO2 (NRCWE-001)	NRCWE001_18ug_28d	Mus musculus	Lung	18	ug	28	d	251486838716_201308010915	1_4	Cy5	GPL7202	GSM1488898_251486838716_201308010915_S01_GE2_1100_Jul11_1_4.txt
GSE60798	GSM1488899	nanoTiO2 (NRCWE-001)	NRCWE001_162ug_1d	Mus musculus	Lung	162	ug	1	d	251486838717_201308010923	1_1	Cy5	GPL7202	GSM1488899_251486838717_201308010923_S01_GE2_1100_Jul11_1_1.txt
GSE60798	GSM1488900	nanoTiO2 (NRCWE-002)	NRCWE002_18ug_1d	Mus musculus	Lung	18	ug	1	d	251486838717_201308010923	1_2	Cy5	GPL7202	GSM1488900_251486838717_201308010923_S01_GE2_1100_Jul11_1_2.txt
GSE60798	GSM1488901	nanoTiO2 (NRCWE-002)	NRCWE002_54ug_1d	Mus musculus	Lung	54	ug	1	d	251486838717_201308010923	1_3	Cy5	GPL7202	GSM1488901_251486838717_201308010923_S01_GE2_1100_Jul11_1_3.txt
GSE60798	GSM1488902	nanoTiO2 (NRCWE-001)	NRCWE001_54ug_1d	Mus musculus	Lung	54	ug	1	d	251486838717_201308010923	1_4	Cy5	GPL7202	GSM1488902_251486838717_201308010923_S01_GE2_1100_Jul11_1_4.txt
GSE60798	GSM1488903	nanoTiO2 (NRCWE-002)	NRCWE002_162ug_28d	Mus musculus	Lung	162	ug	28	d	251486838718_201308020903	1_1	Cy5	GPL7202	GSM1488903_251486838718_201308020903_S01_GE2_1100_Jul11_1_1.txt
GSE60798	GSM1488904	nanoTiO2 (NRCWE-001)	NRCWE001_54ug_28d	Mus musculus	Lung	54	ug	28	d	251486838718_201308020903	1_2	Cy5	GPL7202	GSM1488904_251486838718_201308020903_S01_GE2_1100_Jul11_1_2.txt
GSE60798	GSM1488905	nanoTiO2 (NRCWE-002)	NRCWE002_54ug_28d	Mus musculus	Lung	54	ug	28	d	251486838718_201308020903	1_3	Cy5	GPL7202	GSM1488905_251486838718_201308020903_S01_GE2_1100_Jul11_1_3.txt
GSE60798	GSM1488906	nanoTiO2 (NRCWE-001)	NRCWE001_162ug_28d	Mus musculus	Lung	162	ug	28	d	251486838718_201308020903	1_4	Cy5	GPL7202	GSM1488906_251486838718_201308020903_S01_GE2_1100_Jul11_1_4.txt
GSE60798	GSM1488907	nanoTiO2 (NRCWE-002)	NRCWE002_162ug_1d	Mus musculus	Lung	162	ug	1	d	251486838689_201308020911	1_1	Cy5	GPL7202	GSM1488907_251486838689_201308020911_S01_GE2_1100_Jul11_1_1.txt
GSE60798	GSM1488908	nanoTiO2 (NRCWE-001)	NRCWE001_162ug_28d	Mus musculus	Lung	162	ug	28	d	251486838689_201308020911	1_2	Cy5	GPL7202	GSM1488908_251486838689_201308020911_S01_GE2_1100_Jul11_1_2.txt
GSE60798	GSM1488909	nanoTiO2 (NRCWE-001)	NRCWE001_54ug_28d	Mus musculus	Lung	54	ug	28	d	251486838689_201308020911	1_3	Cy5	GPL7202	GSM1488909_251486838689_201308020911_S01_GE2_1100_Jul11_1_3.txt
GSE60798	GSM1488910	nanoTiO2 (NRCWE-002)	NRCWE002_54ug_1d	Mus musculus	Lung	54	ug	1	d	251486838689_201308020911	1_4	Cy5	GPL7202	GSM1488910_251486838689_201308020911_S01_GE2_1100_Jul11_1_4.txt
GSE60798	GSM1488911	nanoTiO2 (NRCWE-002)	NRCWE002_54ug_1d	Mus musculus	Lung	54	ug	1	d	251486838734_201308080908	1_1	Cy5	GPL7202	GSM1488911_251486838734_201308080908_S01_GE2_1100_Jul11_1_1.txt
GSE60798	GSM1488912	nanoTiO2 (NRCWE-002)	NRCWE002_18ug_1d	Mus musculus	Lung	18	ug	1	d	251486838734_201308080908	1_2	Cy5	GPL7202	GSM1488912_251486838734_201308080908_S01_GE2_1100_Jul11_1_2.txt
GSE60798	GSM1488913	control	control_1d	Mus musculus	Lung	0	NA	1	d	251486838734_201308080908	1_3	Cy5	GPL7202	GSM1488913_251486838734_201308080908_S01_GE2_1100_Jul11_1_3.txt
GSE60798	GSM1488914	nanoTiO2 (NRCWE-002)	NRCWE002_162ug_1d	Mus musculus	Lung	162	ug	1	d	251486838734_201308080908	1_4	Cy5	GPL7202	GSM1488914_251486838734_201308080908_S01_GE2_1100_Jul11_1_4.txt
GSE60798	GSM1488915	nanoTiO2 (NRCWE-002)	NRCWE002_162ug_1d	Mus musculus	Lung	162	ug	1	d	251486838690_201308080900	1_1	Cy5	GPL7202	GSM1488915_251486838690_201308080900_S01_GE2_1100_Jul11_1_1.txt
GSE60798	GSM1488916	nanoTiO2 (NRCWE-001)	NRCWE001_18ug_28d	Mus musculus	Lung	18	ug	28	d	251486838690_201308080900	1_2	Cy5	GPL7202	GSM1488916_251486838690_201308080900_S01_GE2_1100_Jul11_1_2.txt
GSE60798	GSM1488917	nanoTiO2 (NRCWE-001)	NRCWE001_162ug_28d	Mus musculus	Lung	162	ug	28	d	251486838690_201308080900	1_3	Cy5	GPL7202	GSM1488917_251486838690_201308080900_S01_GE2_1100_Jul11_1_3.txt
GSE60798	GSM1488918	nanoTiO2 (NRCWE-002)	NRCWE002_162ug_1d	Mus musculus	Lung	162	ug	1	d	251486838690_201308080900	1_4	Cy5	GPL7202	GSM1488918_251486838690_201308080900_S01_GE2_1100_Jul11_1_4.txt
